ID,logFC,t,Rank_FC,Rank_t,Normed_FC,Normed_t
SNORA42,2.3644060434305807,36.29711811307684,0.9993154331786719,1,84.66976611724819,100
AC007216.1,3.0863977960700515,29.878785086445973,0.9999239370198524,0.9999619685099262,95.98870186276675,90.3262550969439
HCST,2.37707764145488,25.16391987996778,0.9993914961588195,0.9999239370198524,84.86842351645771,83.21998574779688
TNKS2-AS1,2.844075282084434,24.419956084993217,0.9998859055297786,0.9998859055297786,92.18972084190546,82.0986796485602
AC092835.1,2.4083258694016765,23.314509789818324,0.9995816536091884,0.9998478740397049,85.35831371672393,80.43254524587655
TCAF2,1.6210801975547304,22.253614941249037,0.9890469308587511,0.9998098425496311,73.01636778313542,78.83355901511487
CLDN10-AS1,2.4769289495874665,22.19449008406078,0.999657716589336,0.9997718110595573,86.43382995874308,78.74444572300374
AL590762.2,2.055149543857098,21.75596569304543,0.9974138586749829,0.9997337795694835,79.82143587696608,78.08349948122274
VGF,1.6967843573057473,21.28349258609885,0.9925458279455389,0.9996957480794098,74.20321031528012,77.37138555830984
ITGA1,1.0042550544809434,21.268210477371905,0.9488856773408382,0.999657716589336,63.346168455860166,77.34835228459345
AC061992.1,1.686015599301883,21.239432187516197,0.9918612611242108,0.9996196850992621,74.03438445340682,77.30497749652072
AC006012.1,2.4814089009341873,20.70663101991214,0.9997337795694835,0.9995816536091884,86.50406383780222,76.50193680697308
AC092120.3,1.6090112554743734,20.57332115143836,0.9885525214877919,0.9995436221191146,72.82715844739917,76.30101148020606
TBL1XR1-AS1,1.6090112579145077,20.573320766417616,0.9885905529778657,0.9995055906290409,72.8271584856541,76.3010108999008
SCG2,1.609011261201414,20.57331780606325,0.9886285844679394,0.999467559138967,72.82715853718416,76.30100643803931
AC089999.3,2.086397792258304,20.19798986036857,0.9979843310260896,0.9994295276488933,80.31132639790374,75.73531020716855
KRT35,2.333305259978094,20.034354164495515,0.9991633072183768,0.9993914961588195,84.18218745967067,75.48867763569837
AL121890.2,2.061054588521997,19.952647557971222,0.9976040161253518,0.9993534646687458,79.9140114789616,75.36552901359806
CSE1L-AS1,2.0610545901161292,19.95264751807863,0.9976420476154255,0.9993154331786719,79.9140115039534,75.36552895347174
LBP,2.1226103284821427,19.841544476146193,0.9983266144367536,0.9992774016885981,80.87904392265581,75.19807387110869
AP003419.4,2.36425859637876,19.72904576599422,0.9992774016885981,0.9992393701985244,84.66745453446443,75.02851523034987
SERPINE2,1.3426738508238192,19.54796579610775,0.9791967749296417,0.9992013387084506,68.65168697027114,74.75559055840365
AC015845.2,2.3389153898285118,19.517565145063273,0.9992393701985244,0.9991633072183768,84.27013957140707,74.70977053911346
ARSI,1.3391571704168044,19.250108418777035,0.9790826804594204,0.999125275728303,68.5965546513506,74.30665837089715
L1CAM,1.3902060363687232,18.930528868879023,0.9812124439035521,0.9990872442382293,69.3968668868837,73.8249864119758
S100A6,1.9683989946812268,18.767019014920276,0.9963109454628433,0.9990492127481555,78.46141495093693,73.57854351009303
SPP1,1.6143569213952897,18.647729889050193,0.9888948048984559,0.9990111812580816,72.91096445883167,73.3987503194643
RNU6-1153P,1.7572623610044227,18.602509481361977,0.9936487411576785,0.9989731497680079,75.15134668301557,73.33059388592106
MIR4516,1.7572623595796386,18.602509381474476,0.9936107096676048,0.9989351182779341,75.15134666067871,73.3305937353701
SNORA48,1.6802580109282446,18.430871554987252,0.9917471666539895,0.9988970867878604,73.94412057904522,73.07190031103964
CEMIP,1.2860983307941671,17.796760236044914,0.9763824446641819,0.9988590552977865,67.76473130402726,72.1161644347402
AL356133.1,2.0367203549521262,17.487800898261103,0.9971476382444664,0.9988210238077128,79.53251456409123,71.65049931472592
AC010273.2,2.036720354257006,17.48780088257571,0.9971096067543926,0.998782992317639,79.53251455319356,71.65049929108481
AL121949.2,2.0367203428942364,17.487799855485516,0.9970715752643189,0.9987449608275653,79.53251437505516,71.65049774304913
AC074143.1,1.6401120452413713,17.362347615275446,0.9898455921503004,0.9987069293374914,73.31473720397166,71.4614154744486
CPLX2,1.0409243731261726,17.334198610115884,0.9527648893283639,0.9986688978474176,63.92104713011083,71.4189891475412
RNU6-644P,2.011377151610949,17.270197790725486,0.9968433863238761,0.9986308663573439,79.1351996513437,71.32252677985157
AL390037.1,2.0113771506681,17.270197616001525,0.9968053548338024,0.9985928348672701,79.13519963656229,71.32252651650671
MIR4730,1.6675864083050191,17.186144594632413,0.9911006313227352,0.9985548033771963,73.74546310773661,71.19584136575462
RNU1-73P,1.6147688453030193,17.094062351893818,0.9889328363885297,0.9985167718871225,72.91742234457148,71.05705453081501
AC087289.3,1.6147688518331629,17.094058831917774,0.9889708678786034,0.9984787403970488,72.91742244694699,71.05704922548881
CALB1,2.042330448647859,17.04265311632025,0.9971856697345401,0.998440708906975,79.62046610901706,70.9795702637107
TGM2,1.3177244028743362,16.981389091314483,0.9779037042671331,0.9984026774169011,68.26054510861698,70.88723280674468
AL592114.3,2.016987294673339,16.831169171341994,0.9969194493040238,0.9983646459268274,79.22315197020912,70.66082056245291
LINC02038,2.0169872955006976,16.831167833046056,0.9969574807940975,0.9983266144367536,79.22315198317995,70.66081854536633
SLCO4A1-AS1,0.9847854375988159,16.78457610756874,0.9459572526051571,0.9982885829466799,63.040935963005495,70.59059525452263
SYNGR3,0.930523989848348,16.749338989575083,0.9392256788620978,0.998250551456606,62.19025887659693,70.53748568710456
ARF4P2,1.0857519223317356,16.719722672121375,0.9599528409523085,0.9982125199665323,64.62382544749725,70.49284781947968
