ID,logFC,t,Rank_FC,Rank_t,Normed_FC,Normed_t
MET,1.6200266268756178,15.389251963787384,0.9991030152487408,1,71.366774165894725,100
PCDH8,1.5625743370307048,13.590006432614135,0.9987580211136411,0.9999310011729801,70.32113524907959,94.20555851392808
AHRR,1.362740490535901,12.395823130775574,0.9971020492651624,0.9998620023459601,66.6841340545949,90.3597102701725
RPL13AP20,1.230328603442341,10.66850055075757,0.9949630856275443,0.9997930035189402,64.27422101948865,84.79689549916203
DUXA,1.3293429235831322,10.169915227191355,0.9966190574760229,0.9997240046919202,66.07629412642106,83.19120943066042
ZNF843,1.0703899193469764,9.881420500848208,0.9925481266818464,0.9996550058649003,61.36331680930384,82.26211677383685
HIST1H4I,1.7007110751824568,9.59486255032555,0.9993100117298006,0.9995860070378804,72.83524129504015,81.33926147259872
STOML1,1.4846673589034316,8.46239564561146,0.9980680328434417,0.9995170082108604,68.90321842729158,77.69216989972159
TRIM48,1.1607273123977604,7.97753754783364,0.9940661008762851,0.9994480093838405,63.0074687495052,76.1306921425476
SPN,1.004043571825623,7.86109726811866,0.9904781618712482,0.9993790105568205,60.155804921716104,75.75569808212589
KANK3,1.0711870997551516,7.807322518063415,0.9926171255088664,0.9993100117298006,61.37782559321412,75.58251735874786
C1orf70,2.2400811936948366,7.747808676322081,0.9999310011729801,0.9992410129027807,82.65184543747145,75.39085398228994
FSTL5,1.1910737034351326,7.667557828721933,0.9944800938384047,0.9991720140757607,63.55977689142996,75.13240740978489
FZD9,0.7697969647012669,7.195195017105764,0.9788173601048782,0.9991030152487408,55.8924871461789,73.61117052205365
C15orf37,0.8107345897629593,7.127107246534465,0.9815083143586559,0.9990340164217208,56.63755708233015,73.39189494478701
C4orf38,0.9248670762274074,7.110498863306402,0.9878562064444905,0.9989650175947009,58.714782721939194,73.338407911958015
FCGBP,1.0544344948561668,7.099160541820718,0.9914441454495273,0.998896018767681,61.07292607245189,73.30189302876904
SERPINE1,0.8075386002388777,7.0443074858138806,0.981439315531636,0.998827019940661,56.579389670149816,73.12523963830233
WNT6,0.8758061726513735,6.976870175975243,0.984820258055613,0.9987580211136411,57.821868092919274,72.9080588594326
ANXA1,0.9655593423164319,6.924840914830147,0.989512178292969,0.9986890222866212,59.45538709386135,72.74049945520153
UCKL1-AS1,1.550709336570272,6.890959902550995,0.9984820258055613,0.9986200234596012,70.10519074516253,72.63138619648333
CSGALNACT1,0.7982948944273713,6.802908122413709,0.9810943213965363,0.9985510246325813,56.41115305924723,72.34781684538024
ALPPL2,0.7981855405549723,6.634331321499498,0.9810253225695164,0.9984820258055613,56.40916280498593,71.8049179514368
C6orf154,0.7944764424437671,6.6034935577073615,0.9807493272614366,0.9984130269785414,56.3416567518446,71.7056054258482
CHRNA4,0.9225028345075693,6.5906525187781595,0.9877182087904506,0.9983440281515215,58.67175322463467,71.66425106514174
LOC92659,0.7098602805171002,6.520272704873997,0.9741944386945421,0.9982750293245015,54.801631939241105,71.43759399894223
LOC285547,0.7935696363026175,6.512464467409842,0.9806113296073967,0.9982060304974816,56.325152765776295,71.41244769494341
PLEKHF1,0.7507256096421547,6.437022614105005,0.9776443800455392,0.9981370316704616,55.545386080232916,71.16948841173172
CD4,0.9524503038139436,6.41195278727725,0.9886151935417098,0.9980680328434417,59.21680094077273,71.08875143498088
TMEM59L,1.0575605422274033,6.364201218782196,0.9916511419305872,0.9979990340164218,61.129820528634504,70.93496827158332
PAPPA,0.9196370033298222,6.3454312245875295,0.9874422134823708,0.9979300351894018,58.619594735972804,70.87451980517308
MBD3L3,2.213211337690942,6.344939925034483,0.9998620023459601,0.9978610363623819,82.16281067135971,70.87293758281213
S100A10,1.0608764690084511,6.223513713542012,0.9917891395846271,0.9977920375353619,61.19017081400926,70.48188640876269
NUDT18,0.8646551431551985,6.203664466648508,0.9842682674394535,0.997723038708342,57.618917950544976,70.41796222627936
TRIM36,0.7428576479130463,6.193096350624102,0.9771613882563996,0.9976540398813221,55.40218818503716,70.38392777747265
C10orf111,0.9687662819707576,6.18646022473365,0.9896501759470089,0.9975850410543021,59.51375379979235,70.36255624006976
ID1,0.6803901427719146,6.176315938865868,0.9710894914786449,0.9975160422272822,54.26527171768246,70.32988672951079
PRAMEF2,0.888262360321897,6.150438158623777,0.9851652521907127,0.9974470434002622,58.04857227857681,70.246547751698
BTBD8,1.0658793036293122,6.1061576953059715,0.9922031325467467,0.9973780445732423,61.28122303469677,70.1039432270649
PRAP1,1.384778582671299,6.047522022776209,0.9973090457462224,0.9973090457462224,67.08523010927496,69.91510798052207
PVRL4,1.330995458546999,6.0090710351941725,0.9966880563030428,0.9972400469192024,66.10637047105905,69.79127718935679
LOC645166,1.5711666689701382,5.979518043001395,0.998827019940661,0.9971710480921825,70.4775167734073,69.69610225017672
TAC3,1.247239734817002,5.974009614757768,0.9955150762437038,0.9971020492651624,64.58200574208982,69.6783624450279
FLJ39051,0.962508924408363,5.947417917506276,0.9892361829848892,0.9970330504381425,59.39986910344117,69.5927243088928
CDKN1A,0.7214908344644639,5.912129328045156,0.9750224246187815,0.9969640516111226,55.013309487069215,69.47907797034935
PGBD5,0.7237113751502626,5.854029751001555,0.9751604222728214,0.9968950527841026,55.05372360744127,69.29196921075436
SOX17,1.540074152025977,5.845115501144421,0.9984130269785414,0.9968260539570827,69.91162904593273,69.26326101151503
NCRNA00176,0.6376142874982882,5.809764791907951,0.9664665700683088,0.9967570551300627,53.48674575997225,69.14941461722759
