ID,logFC,fdr,pseudo_t,Rank_FC,Rank_t,Normed_FC,Normed_t
RDH5,0.309656837,0.382591378,0.41726482136887755,0.6995504174694926,0.7535645472061657,49.12576531493949,NA
TMEM82,0.257334367,0.383264753,0.41650111886582497,0.672703917790623,0.7534360950545922,48.85221221863084,NA
BCKDHB,0.254870159,0.383264753,0.41650111886582497,0.6710982658959538,0.7534360950545922,48.839328810635216,NA
CYSLTR2,0.802711204,0.383500983,0.4162335185183155,0.8608220937700707,0.7533076429030187,51.70355930557773,NA
B3GNT9,0.648645428,0.383500983,0.4162335185183155,0.8229287090558767,0.7533076429030187,50.89807038160311,NA
AC158975.2,0.649558715,0.383501026,0.4162334698231035,0.8231856133590237,0.7532434168272318,50.9028452419388,NA
PROS1,0.547584737,0.383557909,0.41616905763276935,0.7928066795118818,0.7531791907514451,50.369703411577774,NA
NMB,0.777903229,0.384376406,0.4152432782836306,0.855427103403982,0.7531149646756583,51.57385789097712,NA
RPS26-PS1,0.66471795,0.385263065,0.4142426246116301,0.8275529865125241,0.7530507385998716,50.982100974168574,NA
BATF,0.709921034,0.38540982,0.4140772239891284,0.8402055234425176,0.7529865125240848,51.21843239336381,NA
ALKBH2,0.416519063,0.385783208,0.4136566798327565,0.7482980089916507,0.7529222864482981,49.684463954371736,NA
GRIK4,0.817861826,0.385787288,0.4136520868072446,0.863519588953115,0.7528580603725112,51.78277000719602,NA
ECHDC2,0.20320105,0.385787288,0.4136520868072445,0.6421323057161208,0.7527938342967244,48.56919162578025,NA
NOL9,0.228299184,0.386172506,0.41321864955593524,0.6575465639049454,0.7527296082209377,48.70041005387184,NA
WDR1,0.328650116,0.386629978,0.41270447525513876,0.7095054592164419,0.7526653821451509,49.22506625160215,NA
IL4RA,0.354649204,0.386869749,0.4124352282937737,0.7210019267822736,0.7526011560693642,49.360995060460006,NA
CDK16,0.29850546,0.387109216,0.4121664892072627,0.6941554271034039,0.7525369299935774,49.067463524017626,NA
SAMD14,0.552582553,0.387450801,0.41178343692735614,0.7942838792549776,0.7524727039177906,50.395833065655296,NA
TRARG1,0.780432154,0.387484793,0.41174533688871395,0.8558766859344894,0.7524084778420038,51.58707965333051,NA
FAM83G,0.437902042,0.387484793,0.4117453368887139,0.7567758509955042,0.7523442517662171,49.79625875522407,NA
CAPN3,0.65579898700000006,0.387484793,0.41174533688871384,0.8250481695568401,0.7522800256904303,50.93547072249063,NA
PLA2G16,0.348716348,0.387747141,0.4114513957129424,0.7176621708413616,0.7522157996146436,49.3299768166968,NA
PIP4P1,0.236553491,0.387747141,0.41145139571294237,0.6610789980732177,0.7521515735388568,48.743565341413344,NA
CCL4,0.805924463,0.387873908,0.4113094340961229,0.861271676300578,0.75208734746307,51.72035891287249,NA
PRF1,0.798142459,0.388001565,0.4111665226802942,0.8597944765574823,0.7520231213872832,51.679672926723775,NA
MLST8,0.336743306,0.388476536,0.410635207476874,0.713102119460501,0.7519588953114965,49.26737918490814,NA
GM17484,0.812290837,0.38934168,0.4096691014832986,0.8627488760436738,0.7518946692357097,51.75364368172913,NA
PREPL,0.298399156,0.389623319,0.40935505844137626,0.6940269749518304,0.751830443159923,49.06690774390347,NA
FAM131C,0.592708785,0.389678148,0.4092939474767602,0.8071933204881182,0.7517662170841362,50.60562161361182,NA
DNAAF3,0.811488303,0.390021982,0.4089109150446115,0.8623635195889531,0.7517019910083493,51.74944786183391,NA
DUSP4,0.460243854,0.390559997,0.40831224126282334,0.7646756583172768,0.7516377649325626,49.91306654066971,NA
B3GALT6,0.426456037,0.391332423,0.40745416808030666,0.7530507385998716,0.7513808606294156,49.73641658592063,NA
DIP2A,0.382145562,0.391332423,0.40745416808030666,0.7350032113037893,0.7513808606294156,49.50475191804167,NA
NNT,0.31313337,0.391332423,0.40745416808030666,0.7014129736673089,0.7513808606294156,49.14394137517841,NA
FBXW11,0.194641484,0.391332423,0.40745416808030666,0.636223506743738,0.7513808606294156,48.5244403787088,NA
2-SEP,0.201652597,0.391690979,0.40705643053443136,0.641233140655106,0.7513166345536287,48.56109598135371,NA
NPM3,0.396408065,0.391714309,0.4070305637438416,0.7412331406551059,0.7511881824020552,49.57931934302679,NA
PPP2R1A,0.220648095,0.391714309,0.4070305637438416,0.6535003211303789,0.7511881824020552,48.66040851942434,NA
GM26584,0.355092307,0.391826503,0.4069061918293493,0.721194605009634,0.7511239563262685,49.36331169798942,NA
TAF2,0.236676239,0.392076959,0.40662867892697435,0.6611432241490045,0.7510597302504817,48.74420709428674,NA
PCDHB12,0.808864147,0.392294573,0.4063876998553124,0.8616570327552987,0.7508670520231214,51.73572821138551,NA
HECA,0.535523886,0.392294573,0.4063876998553124,0.7897238278741169,0.7508670520231214,50.306646695502124,NA
RPS25,0.194071769,0.392294573,0.4063876998553124,0.6357096981374438,0.7508670520231214,48.52146178648517,NA
TRIM34A,0.521348872,0.392353741,0.4063222021399781,0.7850353243416828,0.7508028259473346,50.23253668177535,NA
1700019L13RIK,0.805720613,0.392436819,0.40623025323299244,0.8612074502247913,0.7507385998715479,51.719293141346746,NA
CAB39L,0.430642487,0.39247536,0.40618760350965194,0.7542710340398202,0.7506743737957611,49.758304244512466,NA
GM43305,0.733259443,0.392985559,0.40562340830610905,0.8464354527938343,0.7505459216441875,51.340450601695096,NA
EP400,0.226324605,0.392985559,0.40562340830610905,0.6563904945407836,0.7505459216441875,48.69008653131344,NA
GM13212,0.726110475,0.393587112,0.4049591309696637,0.8444444444444444,0.7504816955684007,51.30307426354035,NA
CEP120,0.353353858,0.393635429,0.4049058199796562,0.7204881181759795,0.750417469492614,49.354222713720816,NA
SMC1B,0.743278021,0.393820026,0.4047022034844363,0.8490687219010918,0.7503532434168272,51.39282987646002,NA
FMR1,0.245355401,0.394506964,0.40394532604118294,0.6661528580603725,0.7502890173410405,48.78958361489948,NA
GM17359,0.805275743,0.394625035,0.4038153665813703,0.8611432241490045,0.7502247912652537,51.71696726556231,NA
GDF6,0.629417748,0.394657212,0.40377995645120446,0.8167630057803468,0.7501605651894669,50.797543946233525,NA
TMEM238,0.355945874,0.394836742,0.4035824403352544,0.7215157353885677,0.7500963391136801,49.3677743293552,NA
PCDHB17,0.758242304,0.394997381,0.4034057839204231,0.8513808606294155,0.7500321130378934,51.471066357816674,NA
DYRK3,0.398610994,0.395075862,0.4033195036529963,0.7420038535645472,0.7498394348105331,49.59083672836618,NA
DPP7,0.354997107,0.395075862,0.4033195036529963,0.7211303789338471,0.7498394348105331,49.36281397196907,NA
ZFP691,0.322304129,0.395075862,0.4033195036529963,0.7068079640333975,0.7498394348105331,49.19188807035451,NA
CRIM1,0.296104342,0.395181315,0.4032035979513972,0.6926782273603083,0.7497752087347463,49.05490996407479,NA
HP,0.43399398,0.39569907,0.40263497044244534,0.7555555555555555,0.7497109826589595,49.77582656881036,NA
KNOP1,0.194763065,0.39569907,0.4026349704424453,0.6363519588953115,0.7496467565831728,48.525076030255875,NA
KCNK1,0.643631349,0.395766521,0.40256094676408744,0.8210661528580604,0.749582530507386,50.87185570107319,NA
RELT,0.664318984,0.396558066,0.40169321213693854,0.8273603082851638,0.7495183044315993,50.98001509434253,NA
SLC39A12,0.8009625,0.397290331,0.40089200439956735,0.8602440590879897,0.7493898522800256,51.69441670596944,NA
HMG20B,0.302606985,0.397290331,0.40089200439956735,0.6964033397559409,0.7493898522800256,49.08890717649309,NA
ITGA11,0.802291008,0.39744396,0.40072409865157843,0.8606936416184972,0.7493256262042389,51.70136243075786,NA
REM1,0.740346791,0.39744396,0.4007240986515784,0.8484906872190109,0.7492614001284521,51.37750477727238,NA
GIMAP5,0.50734753,0.397464737,0.4007013958267468,0.7812459858702633,0.7491971740526654,50.15933466251716,NA
LRRC8A,0.391116842,0.397685622,0.4004601102937229,0.7391136801541426,0.7491329479768786,49.55165569421761,NA
CCDC57,0.56892811,0.397763538,0.4003750300883199,0.7993577392421323,0.7490687219010919,50.48129114376665,NA
VAC14,0.287625396,0.398479797,0.3995936925209106,0.6890173410404624,0.749004495825305,49.010580215656304,NA
TBL2,0.213562537,0.398954699,0.39907641531892785,0.6492614001284521,0.7489402697495183,48.623363702351014,NA
LIPA,0.306602553,0.399292822,0.39870849695269733,0.6984585741811176,0.7488760436737315,49.1097968630448,NA
MTMR6,0.221809744,0.399779505,0.3981794740837286,0.6540783558124599,0.7488118175979448,48.66648186956958,NA
ABHD6,0.407080833,0.399844899,0.3981084401000962,0.7452151573538857,0.748747591522158,49.63511886343522,NA
SPIB,0.711618819,0.401028162,0.3968251281984077,0.8407193320488118,0.7486833654463713,51.227308777518,NA
ANKRD44,0.455882314,0.401028162,0.39682512819840765,0.7632626846499679,0.7486191393705844,49.890263474001145,NA
PNLDC1,0.667328394,0.401032343,0.3968206003972817,0.8283236994219653,0.7484906872190109,50.995748935339755,NA
GNG10,0.370762959,0.401032343,0.3968206003972817,0.7289017341040462,0.7484906872190109,49.44524122799393,NA
FAM13C,0.796560715,0.401032343,0.3968206003972816,0.8594091201027617,0.7484264611432242,51.671403229808334,NA
ANAPC16,0.38196465,0.401207948,0.3966304721163458,0.7349389852280026,0.7483622350674374,49.503806071300126,NA
4930503L19RIK,0.601089101,0.401218924,0.39661859111783987,0.8092485549132948,0.7482980089916507,50.649435703234204,NA
SELENOH,0.366728193,0.401420053,0.3964009360595084,0.7268464996788696,0.7482337829158638,49.424146605890265,NA
TPM3,0.290790418,0.401610451,0.39619499418830173,0.6906872190109185,0.748169556840077,49.02712762956825,NA
NRXN3,0.790284217,0.401829438,0.39595825003515295,0.8584457289659602,0.7481053307642903,51.63858835195805,NA
5430430B14RIK,0.739525073,0.402010699,0.3957623885701797,0.8482980089916506,0.7480411046885035,51.37320865931019,NA
A930001C03RIK,0.659959895,0.402058302,0.39571096581859877,0.825883108542068,0.7479768786127168,50.957224842027706,NA
GOSR2,0.213334301,0.402352769,0.3953930055032192,0.6491329479768786,0.74791265253693,48.62217043558648,NA
ZBED6,0.385915528,0.403022883,0.3946702946070462,0.7366730892742454,0.7478484264611432,49.524462108945855,NA
GM2446,0.78342474,0.403104732,0.3945821036841452,0.8569043031470777,0.7477199743095697,51.602725534847,NA
CFTR,0.782342438,0.403104732,0.3945821036841452,0.8565189466923571,0.7477199743095697,51.597067027837674,NA
CIZ1,0.220027883,0.40316606,0.39451603552862774,0.653179190751445,0.7476557482337829,48.65716591805312,NA
MYLIP,0.424131721,0.403199399,0.39448012391168324,0.7522800256904303,0.7473988439306358,49.72426456330779,NA
LURAP1L,0.354279755,0.403199399,0.39448012391168324,0.7208092485549132,0.7473988439306358,49.35906350184135,NA
AGPAT1,0.348894731,0.403199399,0.39448012391168324,0.7177906229929352,0.7473988439306358,49.33090944128388,NA
NCL,0.243243993,0.403199399,0.39448012391168324,0.6651252408477842,0.7473988439306358,48.77854472097932,NA
DOT1L,0.281218503,0.403373721,0.39429239862807075,0.6865125240847785,0.7473346178548491,48.977083604776354,NA
MARCKSL1,0.338617375,0.403487629,0.39416977628118727,0.7137443802183686,0.7472703917790623,49.27717721962717,NA
CLCN3,0.198052598,0.403696701,0.3939447996195344,0.6389210019267823,0.7472061657032756,48.54227441438337,NA
BC023105,0.627291304,0.40404868,0.39356630770681833,0.8163776493256262,0.7470134874759152,50.78642644088015,NA
PCDHGB2,0.446190387,0.40404868,0.39356630770681833,0.7592164418754014,0.7470134874759152,49.839592000730725,NA
ARHGEF15,0.39606081,0.40404868,0.39356630770681833,0.7410404624277457,0.7470134874759152,49.57750381940074,NA
PARP11,0.478625409,0.404473938,0.3931094566164359,0.7707771355170199,0.7469492614001284,50.00916925304581,NA
GM20659,0.548036621,0.404621527,0.3929510152661299,0.7929351316634554,0.7468208092485549,50.37206595805871,NA
OST4,0.329803518,0.404621527,0.3929510152661299,0.71001926782273606,0.7468208092485549,49.23109648466241,NA
CSGALNACT2,0.345483431,0.40478724,0.39277318610138806,0.7165703275529866,0.7467565831727682,49.31307443316141,NA
FAM98A,0.307454663,0.40478724,0.392773186101388,0.6987797045600513,0.7466281310211946,49.11425187690205,NA
SNRPA1,0.307242827,0.40478724,0.392773186101388,0.6985870263326911,0.7466281310211946,49.11314435285532,NA
RPS13,0.238557222,0.404833849,0.39272318238531784,0.6628773281952473,0.7465639049454078,48.75404127688084,NA
SAFB,0.244582658,0.40500643,0.3925380817449583,0.6657675016056519,0.7464996788696211,48.785543548742424,NA
GPR89,0.271657622,0.405325225,0.39219636754523046,0.6815028901734104,0.7464354527938343,48.92709726810324,NA
FAM169B,0.208152648,0.405418832,0.39209608187949624,0.6456005138086063,0.7463712267180476,48.595079642240016,NA
SUMO1,0.26913783,0.405444087,0.39206902895381174,0.6801541425818882,0.7463070006422607,48.913923255032884,NA
FCGBP,0.791438841,0.405783824,0.3917052694947901,0.8587026332691072,0.746242774566474,51.64462497389643,NA
HES1,0.37240218,0.406159432,0.3913034569489266,0.7294797687861272,0.7461785484906872,49.45381142699418,NA
ZFP704,0.310836703,0.406917431,0.39049370600571987,0.7001926782273603,0.7461143224149005,49.131933907468266,NA
ASCC3,0.258159215,0.407166456,0.39022800811277225,0.6734746307000642,0.7460500963391137,48.856524700904394,NA
4833422C13RIK,0.560473906,0.40752973,0.38984070323326925,0.7965960179833013,0.7459858702633269,50.43709075183131,NA
GM20707,0.781891923,0.407727996,0.3896294673781513,0.8563262684649968,0.7459216441875401,51.59471163878238,NA
NFE2L1,0.210613203,0.407847385,0.3895023179190621,0.6473988439306358,0.7458574181117533,48.60794395156806,NA
SAMD5,0.630688538,0.407895795,0.389450771804037,0.8169556840077071,0.7456005138086063,50.80418790893747,NA
GM44231,0.567361995,0.407895795,0.389450771804037,0.7987797045600514,0.7456005138086063,50.473103158615615,NA
TMEM185B,0.273837282,0.407895795,0.389450771804037,0.682980089916506,0.7456005138086063,48.938492998119436,NA
CAPRIN1,0.263743727,0.407895795,0.389450771804037,0.6768143866409763,0.7456005138086063,48.88572172751597,NA
GPC3,0.703386659,0.407895795,0.3894507718040369,0.8385998715478484,0.7455362877328195,51.18426927924301,NA
KLK8,0.717367905,0.408006425,0.3893329978903261,0.8418111753371869,0.7454720616570327,51.25736623230262,NA
TBC1D2,0.610521227,0.408181788,0.3891463762675463,0.8123314065510597,0.745407835581246,50.69874888114941,NA
ALDOB,0.227263535,0.408214651,0.3891114123238427,0.6569043031470777,0.7453436095054592,48.694995458753546,NA
JAK1,0.20592202,0.4086581,0.3886398885219085,0.6440590879897238,0.7452793834296725,48.583417440587205,NA
TPR,0.269148921,0.40889057,0.3883929052054802,0.680218368657675,0.7452151573538857,48.913981241159895,NA
BBOF1,0.779278408,0.408951025,0.3883286989505971,0.8555555555555555,0.745150931278099,51.58104762176446,NA
PCDH9,0.76684506,0.409178761,0.38808691704171727,0.8531791907514451,0.7450867052023121,51.51604341147235,NA
LYPD1,0.77276549,0.409824921,0.38740163616491674,0.8546563904945408,0.7450224791265254,51.546996689442196,NA
COMMD1,0.298391717,0.409938358,0.38728144277562954,0.6939627488760437,0.7449582530507386,49.0668688512158,NA
GM17767,0.697988414,0.410109984,0.38709965781973876,0.837315350032113,0.7448940269749519,51.15604609646164,NA
RPS6KC1,0.285645739,0.410201708,0.3870025356462708,0.6882466281310212,0.7448298008991651,49.00023014422467,NA
ANKFY1,0.188782093,0.410253573,0.386947627880167,0.6325626204238921,0.7447655748233782,48.49380622572381,NA
ZMIZ1,0.317265305,0.410253573,0.38694762788016696,0.7037251123956326,0.7446371226718047,49.16554401765679,NA
SLC6A13,0.308267052,0.410253573,0.38694762788016696,0.6989723827874117,0.7446371226718047,49.11849922085116,NA
BCL2L13,0.268191897,0.410493228,0.3866940031401332,0.6795118818240206,0.744572896596018,48.90897771440663,NA
FBLN5,0.361687458,0.410680426,0.3864959961548004,0.7243416827231857,0.7445086705202312,49.39779256207464,NA
DNAJC3,0.219404987,0.410704486,0.3864705534541009,0.652922286448298,0.7444444444444445,48.65390928415418,NA
CD7,0.657577624,0.410704486,0.38647055345410086,0.8254977520873474,0.7443159922928709,50.94476981824354,NA
IFT80,0.349308418,0.410704486,0.38647055345410086,0.7181759794476558,0.7443159922928709,49.33307228565557,NA
TMEM88,0.370476979,0.410900988,0.38626281448786765,0.7287090558766859,0.7442517662170841,49.443746063211336,NA
FOXC1,0.784149244,0.411001299,0.3861568055019345,0.8571612074502248,0.7441233140655106,51.60651339716482,NA
SCN4B,0.718465464,0.411001299,0.3861568055019345,0.8420038535645472,0.7441233140655106,51.26310450618058,NA
GM14276,0.783842635,0.411035306,0.38612087266788625,0.8569685292228645,0.743994861913937,51.60491037954531,NA
GM43409,0.783842635,0.411035306,0.38612087266788625,0.8569685292228645,0.743994861913937,51.60491037954531,NA
KCNA2,0.606023447,0.411078805,0.38607491463010746,0.8109826589595376,0.7439306358381503,50.67523352253743,NA
XRN2,0.336143891,0.411399809,0.38573591427052506,0.7127167630057804,0.7438664097623635,49.26424531471386,NA
PIGX,0.30088791,0.411399809,0.385735914270525,0.6955041746949261,0.7438021836865768,49.0799194836522,NA
FREM1,0.746436188,0.411746908,0.3853696534662348,0.8496467565831728,0.7432883750802826,51.40934145096156,NA
CES1A,0.731205569,0.411746908,0.3853696534662348,0.8457931920359666,0.7432883750802826,51.32971250786795,NA
GPR171,0.72799027,0.411746908,0.3853696534662348,0.844829800899165,0.7432883750802826,51.31290223501561,NA
PNRC1,0.450693901,0.411746908,0.3853696534662348,0.7611432241490045,0.7432883750802826,49.86313733792465,NA
LAMB2,0.390367107,0.411746908,0.3853696534662348,0.7387925497752087,0.7432883750802826,49.54773591881975,NA
UBA5,0.342942415,0.411746908,0.3853696534662348,0.715606936416185,0.7432883750802826,49.2997894564665,NA
SPATA5,0.339274192,0.411746908,0.3853696534662348,0.7141297366730893,0.7432883750802826,49.28061119979015,NA
PLEKHG2,0.312906592,0.411746908,0.3853696534662348,0.7013487475915221,0.7432883750802826,49.142755731150615,NA
IGHV1-81,0.782118531,0.411871208,0.3852385664892446,0.8563904945407835,0.7432241490044958,51.59589639401371,NA
ETV6,0.372369887,0.412658197,0.38440952368801445,0.7294155427103404,0.743159922928709,49.453642592263336,NA
MFSD14A,0.226343335,0.412783766,0.3842773910205145,0.6564547206165703,0.7430956968529223,48.69018445577101,NA
HIST1H2BP,0.745016766,0.412827114,0.3842317864925828,0.8493898522800257,0.7430314707771355,51.40192040828012,NA
PCDHGB4,0.737418854,0.413200736,0.38383891357919825,0.8476557482337829,0.742903018625562,51.36219689459507,NA
MAL,0.584215484,0.413200736,0.38383891357919825,0.8042389210019267,0.742903018625562,50.561216814174195,NA
PACS1,0.342264269,0.413384874,0.3836454185130754,0.7152858060372511,0.7428387925497753,49.296243963716456,NA
RPS6KA2,0.499427214,0.413676852,0.38333878011954625,0.778548490687219,0.7427103403982017,50.11792555156458,NA
ARIH1,0.208020087,0.413676852,0.38333878011954625,0.6454720616570327,0.7427103403982017,48.594386584897734,NA
MTCL1,0.653906371,0.414322127,0.3826618724526265,0.8245343609505459,0.7426461143224149,50.925575720077255,NA
ARSB,0.272945836,0.414322127,0.38266187245262645,0.6823378291586384,0.7425818882466282,48.93383232721663,NA
ESF1,0.334502529,0.414574234,0.38239769302688204,0.7117533718689788,0.7424534360950545,49.25566392210637,NA
AVEN,0.242620354,0.414574234,0.38239769302688204,0.6646756583172768,0.7424534360950545,48.77528420251701,NA
DACH1,0.723010425,0.414662859,0.3823048622817788,0.8432241490044958,0.742324983943481,51.286866537180885,NA
CNNM2,0.305622734,0.414662859,0.3823048622817788,0.698073217726397,0.742324983943481,49.10467415914203,NA
UTP20,0.230019255,0.414662859,0.38230486228177873,0.6581888246628131,0.7422607578676943,48.70940295401437,NA
DHX15,0.200090733,0.414803357,0.38215773752726795,0.6405908798972383,0.7421965317919075,48.55293022134251,NA
NPY1R,0.737550868,0.415053336,0.3818960911382199,0.8477199743095697,0.7421323057161208,51.36288709210402,NA
DNMT1,0.325181965,0.415122553,0.3818236713977243,0.7077713551701991,0.7420680796403339,49.206934014257165,NA
"NAP1L3",0.648558258,0.415148639,0.3817963815050535,0.8228002569043031,0.7420038535645472,50.897614638145185,NA
GM17494,0.523188743,0.415181062,0.38176246454417173,0.7857418111753371,0.7419396274887604,50.242155922014945,NA
ITGAV,0.222546005,0.415191017,0.38175205137716645,0.6547206165703275,0.7418754014129737,48.670331200005265,NA
SLC9A7,0.555363729,0.415336051,0.38160037066992525,0.7951188182402055,0.7418111753371869,50.41037365034441,NA
ZFP518B,0.449166898,0.416013139,0.38089295277449037,0.7605651894669235,0.7417469492614002,49.85515383869913,NA
TSC22D4,0.233288158,0.416078788,0.380824424292056,0.6599871547848426,0.7416827231856133,48.72649348007674,NA
GM35853,0.776199664,0.416118951,0.3807825050017893,0.8552986512524084,0.7416184971098266,51.564951287743135,NA
ACSS1,0.634585468,0.41616896,0.3807303148101871,0.8179833012202954,0.7414258188824663,50.82456189486737,NA
CISH,0.501301423,0.41616896,0.3807303148101871,0.7793192035966603,0.7414258188824663,50.127724318233646,NA
ERG,0.403765106,0.41616896,0.3807303148101871,0.7439306358381503,0.7414258188824663,49.617783531457114,NA
CAPN6,0.585517527,0.416849218,0.3800210088931155,0.8046242774566474,0.7413615928066795,50.568024174265894,NA
CLIP3,0.625187461,0.417047024,0.3798149735338662,0.8159280667951189,0.7412973667308927,50.77542709840268,NA
UBR4,0.188165954,0.417241904,0.3796120814485654,0.6318561335902376,0.7412331406551059,48.49058491887024,NA
"NAGLU",0.222931346,0.417640263,0.3791976394219323,0.6549775208734746,0.7411689145793192,48.672345845408756,NA
GM47204,0.767475411,0.417659542,0.3791775920969648,0.8532434168272318,0.7411046885035324,51.51933902171039,NA
EID2,0.75194094,0.418945358,0.37784261728807744,0.8502247912652537,0.7410404624277457,51.43812147518465,NA
PCDHB18,0.770114537,0.419058124,0.37772573554977007,0.8538214515093128,0.7408477842003853,51.53313693852984,NA
STOX2,0.564233772,0.419058124,0.37772573554977007,0.7980089916506101,0.7408477842003853,50.45674813776905,NA
RBMX2,0.554152046,0.419058124,0.37772573554977007,0.7947334617854849,0.7408477842003853,50.404038711714904,NA
PDE8B,0.511266529,0.419115256,0.37766653034719366,0.7821451509312781,0.7407193320488118,50.17982402991286,NA
LGALS4,0.326285129,0.419115256,0.37766653034719366,0.7084136159280668,0.7407193320488118,49.2127015922774,NA
DUSP1,0.379240503,0.419115256,0.3776665303471936,0.733140655105973,0.7406551059730251,49.48956364645569,NA
0610040F04RIK,0.595754497,0.419143607,0.37763715354390626,0.8078998073217727,0.7405908798972383,50.62154524925181,NA
USP6NL,0.34567929,0.419521699,0.37724557115889173,0.7166345536287733,0.7405266538214516,49.31409842602508,NA
AGT,0.339090641,0.419658149,0.37710433925796094,0.7138728323699421,0.7404624277456647,49.27965155579054,NA
GLIPR2,0.51887468,0.41978667,0.37697135621897737,0.7842646114322415,0.740398201669878,50.21960107528617,NA
ABHD10,0.37865053,0.419788442,0.3769695229825916,0.7327552986512524,0.7403339755940912,49.48647914106272,NA
GRHL2,0.690244521,0.41994903,0.3768034175378888,0.83538856775851,0.7402697495183044,51.11555936279573,NA
CNPY4,0.44248375,0.419982929,0.3767683619634646,0.7579961464354528,0.7402055234425177,49.82021290742259,NA
CLINT1,0.213151043,0.420734821,0.3759915432662281,0.6490044958253051,0.7401412973667308,48.62121232345372,NA
EML6,0.583384457,0.420842621,0.37588028328451095,0.8039820166987797,0.7400128452151573,50.55687202676323,NA
TFCP2L1,0.45188068,0.420842621,0.37588028328451095,0.762106615285806,0.7400128452151573,49.86934207310028,NA
EIF2B3,0.375406066,0.421073238,0.37564236000045015,0.730892742453436,0.7399486191393706,49.46951638733451,NA
FLVCR1,0.493845958,0.421236272,0.3754742394542467,0.7766859344894027,0.7398843930635838,50.08874554801942,NA
TIMM10,0.251680989,0.421464636,0.3752388600294672,0.6694283879254977,0.7398201669877971,48.82265514579955,NA
PON2,0.211842849,0.422247596,0.37443281433695735,0.648169556840077,0.7397559409120102,48.61437280461464,NA
PCDHGB6,0.625707388,0.422343256,0.3743344362637918,0.8159922928709056,0.7396917148362235,50.778145388282816,NA
GPS2,0.246310569,0.422502496,0.3741707210436974,0.6666024405908799,0.7396274887604367,48.794577438086634,NA
THOC5,0.265869079,0.422571312,0.37409999015877404,0.6784200385356455,0.73956326268465,48.89683352365911,NA
LMF2,0.206451812,0.423422983,0.37322557258211825,0.644315992292871,0.7394990366088632,48.586187306803374,NA
TMC4,0.572542536,0.423466763,0.3731806708401277,0.8004495825305074,0.7394348105330765,50.50018813818756,NA
ME1,0.415106443,0.423481162,0.37316590391984616,0.7479768786127168,0.7393063583815029,49.67707847400531,NA
MEF2A,0.250732249,0.423481162,0.37316590391984616,0.6687861271676301,0.7393063583815029,48.817694929575204,NA
BC034090,0.687974288,0.423633096,0.37301011832682174,0.8344894026974952,0.738985228002569,51.10369009770766,NA
NKD1,0.315763332,0.423633096,0.37301011832682174,0.7026974951830444,0.738985228002569,49.157691380640195,NA
HNRNPH2,0.283420417,0.423633096,0.37301011832682174,0.6871547848426461,0.738985228002569,48.98859568347802,NA
SBF2,0.217050277,0.423633096,0.37301011832682174,0.6516377649325626,0.738985228002569,48.641598355189835,NA
CDC42SE2,0.205088689,0.423633096,0.37301011832682174,0.6432883750802826,0.738985228002569,48.57906060737005,NA
ATP2B1,0.289253533,0.423796109,0.37284303499565025,0.6897238278741169,0.7389210019267822,49.01909246512703,NA
FAM185A,0.25513523,0.423864207,0.37277325566274044,0.6714193962748876,0.7388567758509955,48.840714658680845,NA
OGDH,0.227441479,0.424022022,0.3726115873112357,0.6570969813744381,0.7387925497752087,48.695925788154454,NA
DSC2,0.355725093,0.424022022,0.37261158731123567,0.7213230571612075,0.738728323699422,49.36662003892977,NA
SRPRB,0.374757534,0.424107742,0.37252379951107656,0.7307000642260758,0.7386640976236352,49.46612572292866,NA
DNMT3A,0.283658801,0.424196946,0.3724324625052707,0.6873474630700064,0.7385998715478485,48.98984200616328,NA
PDE3A,0.433733832,0.42424839,0.372379797131542,0.755427103403982,0.7385356454720616,49.774466459264715,NA
CLASP1,0.248158719,0.424643695,0.37197531982373844,0.6678227360308285,0.7384714193962749,48.80423996271405,NA
RELL2,0.761520487,0.424816885,0.3717982298818767,0.8520231213872832,0.7384071933204881,51.4882054017096,NA
C130036L24RIK,0.763613544,0.425565273,0.37103381858849455,0.8525369299935774,0.7383429672447014,51.49914835266548,NA
GM27177,0.736578296,0.425590835,0.3710077330433274,0.8473988439306358,0.7382145150931279,51.35780227707172,NA
LAMC2,0.521404382,0.425590835,0.3710077330433274,0.7851637764932563,0.7382145150931279,50.23282689996223,NA
DNMBP,0.298204459,0.425679442,0.3709173233759475,0.6937700706486833,0.738150289017341,49.065889826225046,NA
AQR,0.215421349,0.426722971,0.36985397792806957,0.6502890173410405,0.7380860629415543,48.63308197020144,NA
2-SEP,0.233671877,0.426814671,0.36976066088571763,0.6602440590879898,0.7380218368657675,48.72849964531631,NA
GM45187,0.749147054,0.427175335,0.3693938313133967,0.8499036608863199,0.7377649325626204,51.42351443988923,NA
CENPU,0.729604173,0.427175335,0.3693938313133967,0.8453436095054592,0.7377649325626204,51.321340066081156,NA
SFTPA1,0.64197136,0.427175335,0.3693938313133967,0.8202954399486191,0.7377649325626204,50.86317692251422,NA
SEC61G,0.333551309,0.427175335,0.3693938313133967,0.7112395632626847,0.7377649325626204,49.25069073991007,NA
PBXIP1,0.298563543,0.427544721,0.3690184515376358,0.6942196531791908,0.7376364804110469,49.06776719440041,NA
ATP6V1C1,0.21173302,0.427544721,0.3690184515376358,0.6481053307642903,0.7376364804110469,48.61379859504436,NA
DAB2IP,0.263714989,0.427619474,0.36894252502977165,0.6767501605651894,0.7375722543352601,48.88557147908768,NA
