ID,logFC,fdr,pseudo_t,Rank_FC,Rank_t,Normed_FC,Normed_t
NMD3,0.115462788,0.793771432,0.10030453549690811,0.581888246628131,0.5998073217726397,48.110477172222545,NA
ITIH2,0.111638059,0.794443529,0.09993696807940479,0.5788053949903661,0.5997430956968529,48.09048066860772,NA
EXOC2,0.108077331,0.794641375,0.09982882605842873,0.576043673731535,0.5996788696210662,48.07186441884901,NA
GM9747,0.162564723,0.794888631,0.09969371452624219,0.6153500321130378,0.5996146435452794,48.35673619174854,NA
SCUBE3,0.302524812,0.795140988,0.0995558589137677,0.6963391136801541,0.5994861913937058,49.08847755842301,NA
GM43379,0.293526537,0.795140988,0.0995558589137677,0.6917790622992935,0.5994861913937058,49.04143264659666,NA
UPK3B,0.302338687,0.795449803,0.09938722138251455,0.6961464354527939,0.599421965317919,49.08750445699928,NA
4930452B06RIK,0.281193866,0.795531778,0.09934246751407173,0.6864482980089917,0.5992935131663455,48.97695479725573,NA
SLC30A5,0.083381585,0.795531778,0.09934246751407173,0.5575465639049454,0.5992935131663455,47.94274976153348,NA
PPP2R2A,0.097835614,0.795537212,0.09933950101013063,0.5678869621066153,0.5992292870905588,48.01831852552885,NA
PHB,0.084127411,0.795716371,0.09924170670978363,0.5585099550417469,0.599165061014772,47.94664909984086,NA
MIRT2,0.279439869,0.796031978,0.0990694855412398,0.6854849068721901,0.5990366088631984,48.96778452470808,NA
GM48417,0.24588478,0.796031978,0.0990694855412398,0.666281310211946,0.5990366088631984,48.792351321863066,NA
CPNE2,0.1059805,0.796066158,0.09905083821660814,0.5744380218368658,0.5989723827874117,48.0609017366116,NA
YARS2,0.102602187,0.796225714,0.09896380104483708,0.5716763005780346,0.5989081567116249,48.04323919160083,NA
ARHGEF28,0.29961289,0.796311397,0.09891706850231509,0.6945407835581247,0.5988439306358382,49.07325340560092,NA
NFE2,0.299802548,0.796369872,0.09888517841817208,0.6947334617854849,0.5987797045600514,49.07424497830649,NA
GM37138,0.296679534,0.796550165,0.09878686807799003,0.6929351316634553,0.5987154784842647,49.05791719122925,NA
COL4A3,0.261009803,0.796615697,0.09875114023987476,0.675208734746307,0.5986512524084778,48.87142818641838,NA
TRIM33,0.090671172,0.796619667,0.09874897590291351,0.5635195889531149,0.5985870263326911,47.98086128598295,NA
ESCO1,0.105904878,0.796619667,0.0987489759029135,0.5743095696852922,0.5985228002569043,48.06050636857472,NA
SMIM26,0.131617456,0.79680122,0.09865000962594618,0.5937058445728965,0.5984585741811176,48.194937241696294,NA
MAP3K12,0.215871115,0.797076923,0.09849976439764659,0.6506101477199743,0.5983301220295439,48.63543344332407,NA
RBM12B1,0.14254737,0.797076923,0.09849976439764659,0.6028259473346178,0.5983301220295439,48.252081176550426,NA
HIPK1,0.092201253,0.797183685,0.09844159806359352,0.5644187540141298,0.5982658959537572,47.9888608776527,NA
1110046J04RIK,0.299918147,0.797197522,0.09843405992563772,0.6950545921644188,0.5982016698779704,49.07484935467442,NA
TAPT1,0.109628099,0.797531021,0.09825241549697633,0.5771997430956969,0.5981374438021837,48.079972166592114,NA
AW011738,0.194613605,0.798071294,0.09795831014330184,0.6361592806679512,0.5980732177263969,48.52429462131677,NA
PCSK5,0.109372384,0.798078805,0.09795422282613081,0.5770070648683365,0.5980089916506102,48.07863523372135,NA
GJA5,0.257795843,0.798235619,0.09786889696039869,0.6730250481695569,0.5979447655748233,48.854624914145255,NA
METTL25,0.150752013,0.798936699,0.09748762915166378,0.6082209377007065,0.5978805394990366,48.29497681004703,NA
MRPL16,0.089592519,0.798991823,0.0974576652969602,0.5623635195889531,0.5978163134232498,47.97522185672831,NA
SLC27A6,0.288723799,0.800279691,0.09675820422130751,0.6895953757225434,0.5976878612716763,49.0163229021473,NA
THBS3,0.270812792,0.800279691,0.09675820422130751,0.6809890815671162,0.5976878612716763,48.92268031564755,NA
GM12537,0.174879719,0.800322686,0.09673487239133868,0.6235709698137444,0.5976236351958896,48.4211216323982,NA
SYT4,0.290658689,0.800349972,0.09672006591710407,0.6904945407835581,0.5975594091201027,49.02643892210043,NA
GM47974,0.291579243,0.800772984,0.09649058724906702,0.6908798972382787,0.597495183044316,49.031251775870885,NA
COBL,0.172650207,0.800780361,0.0964865863952671,0.6221579961464354,0.5974309569685292,48.409465265432786,NA
ARNTL,0.29490657,0.800834647,0.09645714597402251,0.6922928709055877,0.5973667308927425,49.04864775513719,NA
