ID,logFC,t,Rank_FC,Rank_t,Normed_FC,Normed_t
GM48045,5.39299745816297,17.502227731105922,0.9970654237873295,1,81.014622256492,100
HEYL,8.361943773735241,16.940683926631444,1,0.9999424592899476,100,98.90481128714399
HSPA1A,3.0013151241116223,16.32396821069211,0.9778468266298406,0.9998849185798953,65.7206466408745,97.70201982945929
CARD10,7.6653359171851765,15.529407572957588,0.9999424592899476,0.9998273778698429,95.54543535316527,96.15237430725304
GNAZ,7.6220518194563764,15.441717170042395,0.9998849185798953,0.9997698371597905,95.26864862200817,95.9813501792451
MINDY4,7.569855608330948,15.33597147995285,0.9998273778698429,0.9997122964497381,94.9348720293502,95.77511250856573
4921514A10RIK,4.651605087524293,15.09024190707098,0.9954542839058634,0.9996547557396859,76.27367623840374,95.29586182056819
GM45807,7.4473171957278375,15.087717656087069,0.9997698371597905,0.9995972150296335,94.15128155512788,95.29093872968201
B4GALT6,7.339850002884624,14.869997016520271,0.9997122964497381,0.9995396743195811,93.46406628267204,94.86631435468334
GM26244,4.576741993916187,14.853183459745711,0.9947062546751827,0.9994821336095288,75.79495282607976,94.83352258054971
TEX14,7.266786540694901,14.721975808409638,0.9995972150296335,0.9994245928994764,92.99685088654148,94.5776260010868
THBS1,7.2384047393250786,14.664476363390069,0.9995396743195811,0.999367052189424,92.81535915083003,94.46548382681804
4930556J24RIK,4.460742563789644,14.476723344846114,0.9941883882847115,0.9993095114793716,75.05317686757456,94.09930582774561
GM37552,7.139551352398794,14.464206661953519,0.9994245928994764,0.9992519707693193,92.18322616742886,94.07489432196968
NDUFA12-PS,4.367376941654568,14.442267809475291,0.9934403590540307,0.9991944300592669,74.45613622888239,94.03210659389626
C4B,7.066089190457772,14.31537771743002,0.999367052189424,0.9991368893492145,91.71346122523715,93.78463062590602
GM7860,4.395062799517578,14.263568749366918,0.9937280626042926,0.9990793486391623,74.63317764823219,93.68358668846906
TLR13,6.954196310386875,14.088690960593,0.9993095114793716,0.9990218079291099,90.99794522421928,93.34251947542475
HSPA1B,2.621793119128334,14.056225399686848,0.9691581794119339,0.9989642672190575,63.293735588697956,93.27920132361248
CP,6.64400045206582,13.460256934562734,0.9991944300592669,0.9989067265090051,89.01435073690645,92.11687359241635
2810025M15RIK,4.62337029924657,13.353530047496191,0.9950514989354968,0.9988491857989528,76.09312460021853,91.90872227609488
IL33,6.584962500721156,13.340650381293717,0.9991368893492145,0.9987916450889004,88.63682359820328,91.8836028376149
GM49086,4.087462841250339,13.265295606937931,0.9913113527820934,0.998734104378848,72.66618303773345,91.73663710194715
ZDHHC14,4.84954024324742,13.10865982683011,0.9959721502963347,0.9986765636687956,77.53940262773365,91.43114759776851
GM21586,6.426264754702098,13.019140403718637,0.9989642672190575,0.9986190229587433,87.62200677938372,91.25655629965097
TBXAS1,6.065035943359274,12.97641819956253,0.9983888601185339,0.9985614822486909,85.31207432987765,91.1732344369445
MAP3K19,6.086838568151709,12.707487158821047,0.9984464008285863,0.9985039415386386,85.45149452259494,90.6487335199905
CPNE8,6.266786540694901,12.696049255322553,0.998734104378848,0.9984464008285863,86.60219913958036,90.62642597655315
1110025M09RIK,3.9068905956085187,12.67927334572647,0.9898152943207319,0.9983888601185339,71.51148641168727,90.59370762637081
GM14685,6.125981653854716,12.4107888962686,0.9985039415386386,0.9983313194084815,85.70180092396711,90.07007770421576
RIPK4,6.03342300153745,12.223271864821095,0.9983313194084815,0.9982737786984291,85.10992057623015,89.70435995490898
FXYD2,6.011227255423254,12.178304913402767,0.9982737786984291,0.9982162379883768,84.96798650956589,89.61666012231804
GM18132,6,12.155559318522505,0.9982162379883768,0.9981586972783244,84.89619212106001,89.57229899041423
GM15774,5.977279923499917,12.109530112252816,0.998101156568272,0.9980436158582197,84.75090514417765,89.48252742358967
SYT13,5.977279923499917,12.109530112252816,0.998101156568272,0.9980436158582197,84.75090514417765,89.48252742358967
AC167036.2,2.0523893497126604,12.077088510461001,0.9480982795327695,0.9979860751481673,59.652596779877754,89.41925599965755
GM26571,3.700439718141092,12.009265562345764,0.9879164508890039,0.9979285344381149,70.19130494742855,89.28697971656698
GM43311,5.807354922057604,11.765274539797474,0.9978709937280626,0.9978709937280626,83.6642939368522,88.81111975372194
LTBP3,5.802645604128824,11.75573380755863,0.9977559123079579,0.9978134530180103,83.63417948873193,88.7925122966062
GM10933,5.78135971352466,11.712610156577545,0.9976983715979055,0.9977559123079579,83.49806363119438,88.70840748512882
DIRAS2,5.754887502163468,11.658979400661977,0.9976408308878532,0.9976983715979055,83.32878305856761,88.60381048294902
4930563E22RIK,3.8305757660392112,11.560673042736942,0.9891248058001035,0.9976408308878532,71.02347965346286,88.41208187203105
SLC7A8,5.700439718141092,11.548672189254292,0.9975832901778008,0.9975832901778008,82.98060844135077,88.38867639738399
GM4544,5.614709844115208,11.374989761072444,0.997468208757696,0.9975257494677484,82.43239575264441,88.04994051702965
GM45709,2.9402899021448907,11.364227437985926,0.976465849588584,0.997468208757696,65.33041159861627,88.02895056989722
CTDSP2-PS,3.5281124224708855,11.297838222702417,0.9863053110075378,0.9974106680476437,69.08933190512198,87.89947052104884
IQSEC2,5.554588851677638,11.25318904609522,0.9973531273375913,0.9973531273375913,82.04794294332444,87.81239045023534
GM29394,3.865173274965932,11.149905021985651,0.9894125093503654,0.997295586627539,71.24471867436164,87.61095380981331
CLDN13,5.459431618637297,11.0604074809605,0.9972380459174867,0.9972380459174867,81.43944557682705,87.4364051887118
