Gene,MDA468_B2_24h_a,MDA468_B2_24h_b,MDA468_B3_24h_a,MDA468_B3_24h_b,MDA468_B6_24h_a,MDA468_B6_24h_b,MDA468_D_24h_a,MDA468_D_24h_b,MDA468_J_24h_a,MDA468_J_24h_b,MDA468_JB2_24h_a,MDA468_JB2_24h_b,MDA468_JB3_24h_a,MDA468_JB3_24h_b,MDA468_JB6_24h_a,MDA468_JB6_24h_b
AC103831.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC103833.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC103834.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC103843.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC103843.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC103851.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC103853.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC103853.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC103855.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC103855.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC103855.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC103855.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC103858.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
AC103858.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AC103876.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC103879.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC103881.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC103923.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC103925.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC103949.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC103952.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC103957.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC103957.2,10,10,1,3,4,5,10,19,3,6,0,2,1,0,0,2
AC103968.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC103974.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC103974.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC103975.1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
AC103982.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC103987.1,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0
AC103987.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC103987.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC103988.1,0,0,1,1,0,0,0,2,1,1,0,0,2,1,0,2
AC103988.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC103993.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC103996.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC103996.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC103996.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104002.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104002.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104002.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104009.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104010.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104012.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104024.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104024.2,1,0,0,1,0,0,1,1,1,2,0,1,0,0,0,0
AC104027.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
AC104031.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104036.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104041.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104042.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104046.1,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0
AC104051.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104051.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104057.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104058.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104063.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104066.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
AC104066.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104071.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104072.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104073.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104073.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104073.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104073.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104076.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104076.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104078.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104078.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104083.1,8,2,1,5,1,2,0,0,0,1,0,0,1,0,0,0
AC104088.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104090.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104108.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104109.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104109.2,1,0,0,0,0,0,0,0,3,1,2,2,0,0,0,0
AC104109.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104109.4,2,2,2,4,8,6,1,3,6,3,1,2,4,1,4,6
AC104113.1,2,3,3,1,0,0,2,1,0,1,2,0,2,1,0,2
AC104115.1,0,2,0,0,1,3,2,2,0,1,1,2,1,1,1,0
AC104115.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104116.1,1,1,0,2,1,0,0,1,0,2,0,3,2,0,1,1
AC104117.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104117.2,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0
AC104117.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104117.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104117.5,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,2
AC104118.1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
AC104119.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104123.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AC104126.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104129.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104131.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104134.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104135.1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
AC104136.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104137.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104151.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104162.1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
AC104164.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104164.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104164.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104164.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104170.1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0
AC104170.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104184.1,1,2,0,0,2,0,0,3,1,3,2,0,3,2,2,1
AC104187.1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1
AC104211.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104211.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104211.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104212.1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
AC104212.2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
AC104212.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104229.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104232.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104232.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104233.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104233.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104237.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104237.2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
AC104237.3,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
AC104241.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104241.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104248.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104257.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104260.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104260.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104261.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104297.1,3,1,1,2,0,4,0,0,0,5,1,4,2,2,1,0
AC104304.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104306.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104306.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104307.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104308.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104316.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104316.2,1,2,2,1,3,5,0,0,1,1,2,0,1,1,0,1
AC104332.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104332.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104333.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104333.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AC104333.3,3,2,0,2,1,0,3,0,0,1,0,0,1,0,1,1
AC104333.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104339.1,0,1,2,2,0,1,0,1,2,1,1,2,0,0,0,3
AC104350.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104365.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104365.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104365.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AC104371.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
AC104383.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104389.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104389.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104389.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104390.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AC104393.1,1,1,1,0,1,1,4,2,1,1,0,5,1,1,1,2
AC104394.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104407.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104408.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104411.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104417.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AC104417.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104423.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104435.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104435.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104440.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104445.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104446.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104447.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104451.1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AC104452.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104454.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104455.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104457.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104457.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104458.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104461.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104462.1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
AC104462.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104463.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104463.2,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,2
AC104465.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104472.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104472.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104506.1,2,3,1,1,1,1,3,3,1,2,0,1,1,1,2,0
AC104521.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104532.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AC104532.2,4,0,3,10,8,8,2,0,2,3,4,7,2,5,2,5
AC104534.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104561.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104561.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AC104561.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104563.1,3,3,5,0,3,2,0,2,2,1,1,4,2,1,2,0
AC104564.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104564.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104564.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104564.4,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
AC104564.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104564.6,0,1,2,1,0,0,0,0,0,1,1,3,1,0,1,0
AC104574.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104574.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104576.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104581.1,12,6,3,8,2,2,7,9,13,23,25,45,16,27,14,31
AC104581.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104581.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104581.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104581.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104590.1,0,0,0,1,0,0,0,3,1,1,0,0,0,0,0,0
AC104596.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104596.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104619.1,2,0,0,4,1,2,1,2,1,1,0,2,1,2,0,2
AC104619.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104619.3,0,3,8,3,6,2,1,2,1,2,1,1,1,3,2,2
AC104619.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AC104623.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104623.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104629.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104629.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104634.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AC104640.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104640.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104651.1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
AC104651.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104653.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AC104653.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104662.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104662.2,2,1,1,1,1,1,0,1,2,1,1,2,1,1,0,1
AC104662.3,0,2,0,0,0,0,0,0,1,1,1,0,1,0,0,0
AC104663.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104667.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104667.2,28,14,9,13,8,8,19,29,12,16,10,10,5,1,2,5
AC104685.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104687.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104687.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104688.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104689.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104692.1,2,2,1,0,0,1,1,1,3,0,3,1,1,0,2,1
AC104692.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104695.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104695.2,1,1,1,1,1,0,0,0,2,0,0,2,0,1,1,0
AC104695.3,2,2,1,1,1,3,1,1,2,1,0,1,0,1,1,0
AC104698.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104699.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104758.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104758.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AC104758.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104758.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104758.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104759.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104763.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
AC104763.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104763.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104770.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104771.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AC104772.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104772.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104777.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104777.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104777.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104779.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104781.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104784.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104785.1,1,1,1,1,0,0,1,0,2,0,0,2,0,2,0,0
AC104791.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104791.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AC104793.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104794.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104794.2,8,7,3,5,6,9,9,10,5,5,5,3,2,1,3,2
AC104794.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104794.4,0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,0
AC104803.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104806.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AC104806.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104809.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104809.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AC104819.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104819.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104819.3,0,0,0,1,1,1,0,1,0,1,1,5,2,0,0,4
AC104820.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104823.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104825.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104825.2,0,1,1,0,0,0,0,0,3,0,1,1,1,0,1,2
AC104827.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104831.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104836.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104836.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104837.1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0
AC104837.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104843.1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
AC104843.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104849.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104850.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104852.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AC104938.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104958.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104958.2,0,0,0,1,0,0,1,3,0,0,0,0,1,0,0,0
AC104961.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104961.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104964.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104964.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104964.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104966.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104971.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104971.2,2,1,0,3,1,0,1,0,1,3,1,2,1,0,0,1
AC104971.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104971.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104978.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104982.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104982.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104982.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104984.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104984.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104984.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104984.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104984.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104984.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104985.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104985.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104985.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104986.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AC104986.2,7,5,4,4,2,3,7,10,5,5,4,0,1,0,0,0
AC104989.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104996.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104996.2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
AC104996.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104997.1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
AC105001.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105001.2,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1
AC105020.1,3,7,2,4,1,1,1,2,1,1,1,1,3,1,2,0
AC105020.2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
AC105020.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105020.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105020.5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AC105020.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
AC105021.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105029.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105031.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105031.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105031.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105036.1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
AC105036.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105036.3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AC105046.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105052.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105052.2,1,0,0,0,1,2,0,1,0,5,2,0,2,2,1,1
AC105052.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AC105053.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105074.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105081.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105094.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105094.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105101.1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
AC105105.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105105.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105105.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105105.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105105.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
