Gene,MDA468_B2_24h_a,MDA468_B2_24h_b,MDA468_B3_24h_a,MDA468_B3_24h_b,MDA468_B6_24h_a,MDA468_B6_24h_b,MDA468_D_24h_a,MDA468_D_24h_b,MDA468_J_24h_a,MDA468_J_24h_b,MDA468_JB2_24h_a,MDA468_JB2_24h_b,MDA468_JB3_24h_a,MDA468_JB3_24h_b,MDA468_JB6_24h_a,MDA468_JB6_24h_b
GTF3A,283,170,156,188,144,159,110,241,100,158,93,107,70,73,52,130
GTF3AP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTF3AP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTF3AP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTF3AP6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTF3C1,67,71,85,78,85,92,58,69,84,77,103,125,75,51,45,104
GTF3C2,171,105,137,139,121,133,97,145,69,92,62,97,69,71,48,80
GTF3C2-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GTF3C3,8,10,10,13,16,15,5,3,1,4,5,8,2,5,6,4
GTF3C4,4,2,6,7,9,7,2,2,4,2,4,5,2,6,4,4
GTF3C5,216,166,308,419,399,412,99,178,107,151,246,363,318,223,166,330
GTF3C6,339,241,274,332,300,266,138,258,59,62,25,50,40,30,35,63
GTPBP1,98,56,63,83,87,102,43,59,45,69,54,103,57,55,36,80
GTPBP10,1,0,3,2,0,1,0,0,1,0,0,1,0,0,1,3
GTPBP2,79,77,146,175,128,179,48,82,55,93,102,161,111,106,59,134
GTPBP3,102,105,95,96,70,132,72,86,73,98,79,115,78,83,72,104
GTPBP4,28,28,53,89,70,62,12,19,17,30,25,49,25,27,32,42
GTPBP6,80,57,44,66,37,47,63,73,73,103,64,62,44,39,22,46
GTPBP8,107,72,132,193,124,160,39,66,44,60,70,110,102,64,61,94
GTSCR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTSE1,113,100,26,31,19,24,106,123,72,88,14,44,9,15,9,9
GTSE1-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTSF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTSF1L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUCA1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUCA1B,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,1
GUCA1C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUCA2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUCA2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUCD1,219,154,138,186,169,203,128,173,108,130,113,156,106,78,101,141
GUCY1A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUCY1A3,17,15,12,12,9,7,9,17,10,12,3,4,2,4,1,4
GUCY1B2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUCY1B3,16,10,6,13,5,13,6,14,3,3,4,8,5,4,6,7
GUCY2C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUCY2D,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUCY2EP,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GUCY2F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUCY2GP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUF1,12,14,13,17,11,17,2,14,13,10,8,17,4,8,4,8
GUK1,1079,886,535,801,527,506,790,1196,836,1180,599,1023,636,524,415,620
GULOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GULP1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
GUSB,149,115,109,160,126,138,101,110,122,116,126,174,85,108,59,133
GUSBP1,26,19,18,35,26,33,12,31,24,26,41,55,42,24,31,56
GUSBP10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUSBP11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GUSBP12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUSBP2,1,2,0,2,2,3,2,9,1,5,1,2,4,1,2,1
GUSBP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUSBP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUSBP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUSBP6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUSBP8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUSBP9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GVINP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GVQW2,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0
GXYLT1,16,11,19,31,17,21,12,16,13,29,34,23,26,18,14,33
GXYLT1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GXYLT1P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GXYLT1P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GXYLT1P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GXYLT1P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GXYLT1P6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GXYLT2,4,3,4,0,1,1,3,2,4,9,2,3,1,1,2,1
GYG1,51,46,32,49,20,51,27,62,18,40,24,55,24,13,16,35
GYG1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GYG1P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GYG1P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GYG2,6,3,0,1,2,0,3,6,7,1,1,0,0,0,0,1
GYG2-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GYG2P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GYPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GYPB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GYPC,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0
GYPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GYS1,265,223,193,241,157,209,155,218,219,294,253,380,208,237,111,213
GYS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GZF1,5,7,2,4,1,2,4,13,6,6,6,12,6,6,1,7
GZMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GZMAP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GZMB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GZMH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GZMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GZMM,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1
H19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H19_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H19_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H19_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1F0,108,73,30,31,12,19,61,100,166,225,82,142,41,44,14,36
H1FNT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1FOO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1FX,437,298,186,241,149,153,270,444,553,753,570,764,403,407,185,371
H1FX-AS1,5,4,1,0,0,0,3,8,3,0,2,1,0,1,0,0
H2AFB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H2AFB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H2AFB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H2AFJ,632,525,88,79,40,53,420,706,534,762,228,388,107,135,66,118
H2AFV,789,631,493,667,403,498,498,808,464,737,328,670,336,306,205,378
H2AFX,240,169,77,137,90,118,251,352,309,473,327,509,220,176,108,244
H2AFY,724,558,710,969,676,879,483,673,433,506,480,702,497,415,343,502
H2AFY2,23,7,9,19,7,5,9,22,5,5,2,1,6,2,3,1
H2AFZ,1995,1647,1241,1567,1096,1271,1105,1851,1131,1741,1128,2332,1157,1171,777,1770
H2AFZP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H2AFZP3,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,1
H2AFZP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H2AFZP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H2AFZP6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H2BFM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H2BFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H2BFWT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H3F3A,9,10,3,6,2,8,8,5,6,10,9,14,11,5,7,11
H3F3AP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H3F3AP3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
H3F3AP4,3,0,0,0,4,12,23,1,0,56,0,0,2,9,5,0
H3F3AP5,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,0
H3F3AP6,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0
H3F3B,2251,1780,2838,3796,2448,2814,1186,1995,1946,2773,2772,5019,2691,2577,1895,3492
H3F3BP1,0,0,0,0,1,0,1,1,2,1,0,1,1,0,1,0
H3F3BP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H3F3C,1,1,0,0,0,1,0,0,13,1,1,0,0,2,1,0
H6PD,18,18,4,6,5,1,20,21,20,20,7,11,6,6,5,5
HAAO,4,2,0,1,0,0,3,3,0,1,0,2,1,0,0,1
HABP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HABP4,33,16,12,14,19,14,12,28,39,49,29,29,12,18,20,36
HACD1,44,34,22,24,19,13,19,42,18,31,14,20,10,14,7,6
HACD2,129,114,159,208,116,199,89,133,78,129,90,196,103,118,68,135
HACD3,118,80,147,173,168,194,54,91,58,80,82,108,102,96,71,106
HACD4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HACE1,1,6,5,3,3,12,3,6,4,5,2,4,3,0,4,16
HACL1,14,23,29,25,38,40,6,11,7,7,14,15,19,28,16,28
HADH,101,78,52,60,48,50,66,91,41,73,35,61,37,37,28,38
HADHA,480,393,443,555,364,446,273,511,323,383,385,617,374,364,218,422
HADHAP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HADHAP2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HADHB,223,177,214,274,195,218,127,197,148,192,202,335,164,205,135,266
HAGH,92,57,63,66,28,43,60,95,68,89,51,84,64,54,22,36
HAGHL,86,64,13,27,8,8,74,105,43,41,17,21,8,8,6,8
HAGLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAGLROS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAL,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1
Hammerhead_HH10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hammerhead_HH9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAMP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAND1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HAND2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAND2-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAO1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAO2-IT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAP1,3,5,6,16,13,16,2,4,17,21,19,24,21,22,16,21
HAPLN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAPLN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAPLN3,8,4,10,6,7,14,5,5,6,4,6,8,9,9,13,14
HAPLN4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAR1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAR1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HARBI1,18,4,7,13,7,7,12,14,7,7,5,9,1,3,0,5
HARS,281,245,347,436,285,292,135,194,206,242,283,446,275,252,189,289
HARS2,70,54,91,123,99,98,45,60,46,69,66,94,65,66,41,80
HAS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAS2-AS1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1
HAS3,1,1,3,1,3,2,0,1,3,0,5,4,2,0,0,2
HASPIN,15,16,10,19,9,10,7,12,3,8,2,7,4,2,2,3
HAT1,29,19,30,30,42,33,13,16,23,16,12,22,23,29,11,21
HAUS1,20,17,10,25,23,23,14,20,6,16,5,20,15,15,6,25
HAUS1P1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HAUS1P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAUS1P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAUS2,70,44,111,134,108,153,39,53,31,57,40,83,60,59,35,81
HAUS3,11,13,3,5,7,8,8,7,9,12,9,10,13,7,6,11
HAUS4,8,8,10,2,4,3,11,15,12,23,12,14,8,7,6,5
HAUS4P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAUS5,101,85,58,65,48,76,67,104,54,43,20,32,29,28,17,39
HAUS6,4,1,1,3,5,3,1,3,1,1,1,1,8,1,1,2
HAUS6P1,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1
HAUS6P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAUS6P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAUS7,46,63,48,87,42,77,42,44,21,45,20,69,36,44,32,25
HAUS8,149,121,198,240,170,242,84,114,66,73,93,135,72,73,58,80
HAUS8P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAVCR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAVCR2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
HAX1,492,385,454,635,352,439,278,530,196,311,199,326,161,234,125,205
HBA1,1,0,1,1,0,0,0,3,5,2,2,13,3,1,2,4
HBA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HBB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HBBP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HBD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HBE1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
HBEGF,7,12,97,152,87,143,4,6,18,34,128,212,159,121,69,150
HBG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HBG2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HBM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HBP1,73,47,142,191,171,221,31,49,26,40,59,94,84,77,67,137
HBQ1,4,3,2,2,0,0,1,5,1,7,0,0,0,0,0,0
HBS1L,28,30,41,57,48,67,12,20,12,25,25,51,37,15,36,53
HBZ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HBZP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HCAR1,1,4,1,0,0,0,8,2,1,1,0,0,0,0,0,0
HCAR2,5,3,4,15,10,24,6,8,4,5,11,8,6,7,11,10
HCAR3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HCCAT5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HCCS,62,61,85,116,83,102,30,63,44,44,58,91,57,56,46,77
HCFC1,374,264,393,423,499,627,218,273,187,198,306,284,279,265,198,351
HCFC1-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HCFC1R1,165,105,38,53,29,39,110,188,105,144,49,69,28,35,19,50
HCFC2,1,1,4,1,4,3,2,1,0,1,3,4,2,4,3,3
HCFC2P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HCG11,13,5,5,2,5,3,5,2,9,7,5,6,1,4,1,1
HCG14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HCG15,1,2,0,0,0,1,0,0,1,0,1,3,0,2,1,0
HCG17,2,3,0,1,0,0,0,2,0,2,1,0,0,0,0,0
HCG18,92,64,122,173,144,179,56,53,53,75,117,149,146,125,80,131
HCG20,1,0,0,1,0,0,2,3,0,0,0,2,1,0,0,1
HCG2040054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HCG21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HCG22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HCG23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HCG24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HCG25,1,0,0,1,0,2,0,0,0,2,0,0,0,1,1,0
HCG27,0,2,4,2,1,1,3,3,2,2,8,3,2,3,2,2
HCG4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HCG4B,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
HCG4P8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HCG9,2,1,2,1,1,1,2,3,0,1,2,4,4,2,1,3
HCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HCLS1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
HCN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HCN2,0,1,0,0,2,0,1,2,1,2,1,2,1,0,0,1
HCN3,3,3,6,3,1,6,5,7,6,5,3,10,0,1,2,3
HCN4,0,0,2,1,1,3,0,0,0,1,0,0,0,0,0,1
HCP5,9,9,1,4,1,4,9,15,10,14,4,12,3,5,6,6
HCP5B,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HCRT,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
HCRTR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HCRTR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HCST,3,8,5,8,6,5,3,3,2,3,1,6,1,4,0,0
HDAC1,330,228,276,319,206,323,144,308,172,214,150,240,147,121,85,183
HDAC10,35,33,18,21,14,23,23,24,11,27,15,18,21,10,20,22
HDAC11,35,29,36,39,31,38,29,45,24,27,25,36,24,17,6,21
HDAC11-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HDAC1P1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HDAC1P2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HDAC2,424,399,563,707,581,712,240,387,277,350,280,476,395,325,298,477
HDAC2-AS2,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1
HDAC3,221,136,173,222,204,250,138,243,154,234,145,257,167,151,110,213
HDAC4,21,15,22,23,19,19,8,19,13,19,6,14,13,7,9,15
HDAC5,181,147,96,95,74,77,162,215,129,139,74,116,57,64,35,80
HDAC6,82,52,54,60,38,56,63,81,47,53,42,56,34,20,20,28
HDAC7,122,98,158,164,122,204,103,126,75,96,57,68,57,67,24,52
HDAC8,90,79,78,67,58,70,80,103,56,70,45,43,42,37,24,46
HDAC9,1,2,6,9,8,12,1,2,2,2,1,2,0,2,0,4
HDC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HDDC2,229,172,103,168,88,93,103,216,90,119,40,103,44,41,22,49
HDDC3,79,52,18,22,14,11,46,93,40,53,17,25,15,12,10,16
HDGF,1272,836,734,1055,649,900,700,1235,477,581,200,296,212,229,111,192
HDGFL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HDGFL2,160,108,96,128,81,125,117,133,105,113,71,129,94,86,55,84
HDGFL3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HDGFP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HDHD2,16,12,9,10,8,11,10,24,8,10,4,14,10,3,3,8
HDHD3,90,69,51,102,42,62,47,68,47,70,91,135,85,69,56,67
HDHD5,169,100,140,158,112,147,116,163,76,114,83,114,68,65,62,116
HDHD5-AS1,2,2,0,0,0,1,1,2,0,1,0,0,0,0,0,1
HDLBP,1191,1041,1203,1652,1225,1568,813,1151,897,1183,1474,2284,1394,1197,999,1617
HDX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEATR1,66,55,90,133,71,117,44,55,33,49,25,68,43,30,29,46
HEATR3,122,68,86,54,62,75,81,106,82,101,62,53,48,68,39,65
HEATR4,1,2,1,0,1,1,4,0,1,1,1,1,2,1,0,2
HEATR5A,35,29,38,36,26,39,21,24,35,49,46,84,51,43,23,51
HEATR5B,21,15,15,23,14,19,14,12,15,13,13,22,15,9,7,18
HEATR6,20,14,26,31,20,26,6,24,22,21,23,33,20,18,8,20
HEATR9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEBP1,95,86,72,89,63,73,62,111,83,106,79,119,63,82,60,117
HEBP2,701,686,474,519,400,517,427,736,421,492,261,335,272,238,158,251
HECA,3,6,19,17,11,16,7,4,6,5,13,17,6,10,8,14
HECTD1,25,22,28,49,31,39,16,17,15,15,23,43,28,16,12,27
HECTD2,6,4,3,1,4,3,1,2,2,3,0,2,0,0,0,2
HECTD3,78,47,59,50,48,30,39,46,60,77,66,110,51,42,28,51
HECTD4,40,22,40,38,29,52,41,46,50,42,57,86,58,59,42,52
HECW1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
HECW1-IT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HECW2,6,1,7,11,3,3,4,9,1,1,5,1,0,1,0,0
HEG1,9,8,8,9,11,9,5,2,8,5,2,16,6,7,6,12
HEIH,27,23,20,14,10,13,16,33,17,16,9,7,10,8,6,10
HELB,8,2,9,10,9,19,1,4,2,4,11,10,8,6,5,16
HELLPAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HELLS,26,27,54,78,36,50,28,33,26,38,53,62,38,55,40,57
HELQ,0,6,2,4,3,4,1,3,4,2,2,8,2,5,4,5
HELT,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0
HELZ,32,32,23,32,22,40,23,30,16,27,36,47,37,35,22,30
HELZ2,84,56,86,115,76,123,58,84,110,123,170,214,150,134,96,153
HEMGN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEMK1,23,20,20,12,5,11,15,27,15,26,10,24,9,9,11,6
HENMT1,51,46,30,27,31,26,33,59,20,35,8,17,17,6,5,23
HEPACAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEPACAM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEPH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEPHL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEPN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERC1,59,38,20,20,23,37,24,26,31,37,45,63,36,40,26,37
HERC2,84,64,56,76,42,67,39,60,47,67,92,100,65,67,63,81
HERC2P10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HERC2P11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERC2P2,23,17,23,30,20,42,9,7,11,20,35,39,37,34,18,50
HERC2P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERC2P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERC2P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERC2P8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERC2P9,10,10,9,8,11,12,5,7,4,5,16,17,21,9,6,21
HERC3,6,7,3,7,2,4,4,6,1,3,3,4,4,2,3,1
HERC4,21,20,23,34,23,26,15,13,13,12,13,12,13,18,12,22
HERC5,7,5,10,20,11,12,2,5,13,15,20,42,23,14,20,19
HERC6,6,2,9,9,8,10,6,13,0,1,0,1,6,2,2,6
HERPUD1,99,105,444,497,442,652,84,143,82,109,446,516,460,407,445,770
HERPUD2,80,67,80,105,92,112,44,94,56,68,54,92,47,51,34,69
HES1,353,271,277,297,179,265,209,317,177,272,184,246,162,160,114,150
HES2,80,57,89,124,84,124,41,64,41,48,74,101,88,70,63,118
HES3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HES4,1021,788,618,832,498,538,644,992,497,535,217,406,238,211,157,320
HES5,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
HES6,165,133,44,72,21,26,121,188,417,500,305,561,258,212,129,247
HES7,6,4,0,2,0,1,3,8,3,3,3,1,0,3,7,3
HESX1,3,2,1,0,2,0,0,3,0,1,0,1,0,0,1,1
HEXA,129,106,83,135,113,118,79,115,67,93,120,134,100,98,61,101
HEXA-AS1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HEXB,104,88,94,125,84,105,55,97,83,137,75,142,79,84,55,89
HEXDC,49,38,29,34,15,22,25,54,44,71,40,84,48,36,38,62
HEXIM1,4,8,2,2,2,0,8,13,22,33,17,40,16,11,11,16
HEXIM2,27,25,11,13,17,18,24,36,13,11,5,11,9,4,4,9
HEY1,2,1,0,0,0,4,0,1,0,1,1,2,1,1,1,1
HEY2,1,0,0,2,2,1,1,3,1,3,2,2,1,0,1,4
HEYL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HFE,8,3,7,4,4,5,5,4,2,2,7,2,2,4,0,1
HFE2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HFM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HGD,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
HGF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HGFAC,0,1,0,0,0,1,0,0,0,2,0,0,1,1,2,2
HGH1,102,87,46,64,33,42,52,94,75,89,43,92,54,34,19,44
HGNC:18790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HGNC:24955,0,1,1,1,1,0,0,0,0,0,3,0,0,1,0,0
HGS,719,515,835,997,667,898,313,464,375,466,651,872,647,636,400,712
HGSNAT,13,8,2,7,2,5,11,12,9,16,6,12,6,6,3,9
HHAT,5,3,3,1,1,1,6,4,4,5,0,1,4,1,1,1
HHATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HHATL-AS1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HHEX,11,10,12,22,12,19,6,3,1,5,14,10,15,9,6,14
HHIP,2,0,1,0,3,0,1,1,0,0,0,0,0,0,0,0
HHIP-AS1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
HHIPL1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HHIPL2,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,1
HHLA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HHLA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HHLA3,37,33,34,67,24,44,26,60,27,68,39,69,34,34,12,51
HIBADH,75,61,57,50,40,44,46,72,36,63,29,50,31,26,12,26
HIBCH,28,20,28,29,29,19,8,12,4,14,15,11,11,17,15,25
