Gene,HCC70_D_a,HCC70_J_a,HCC70_JB2_a,HCC70_JB3_a,HCC70_JB6_a,HCC70_B2_a,HCC70_B3_a,HCC70_B6_a,HCC70_D_b,HCC70_J_b,HCC70_JB2_b,HCC70_JB3_b,HCC70_JB6_b,HCC70_B2_b,HCC70_B3_b,HCC70_B6_b
RN7SKP214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP224,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RN7SKP225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP239,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RN7SKP24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP248,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RN7SKP249,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
RN7SKP25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP253,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RN7SKP254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP255,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
RN7SKP256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP261,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RN7SKP262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP269,0,0,0,1,0,1,0,0,0,0,2,0,0,1,1,0
RN7SKP27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP292,4,8,4,3,1,3,1,3,1,8,4,0,1,9,6,7
RN7SKP293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP30,8,3,4,1,0,0,1,4,1,3,0,1,0,5,4,3
RN7SKP31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RN7SKP38,2,8,4,5,1,4,2,3,3,11,2,2,1,4,7,6
RN7SKP39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP4,5,5,4,2,0,3,4,5,3,4,5,2,0,4,4,4
RN7SKP40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP78,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RN7SKP79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP80,3,1,0,4,3,0,0,5,3,0,2,2,0,1,5,7
RN7SKP81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP90,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
RN7SKP91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP95,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
RN7SKP96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP97,1,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0
RN7SKP98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL100P,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
RN7SL101P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL104P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL105P,1,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0
RN7SL106P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL107P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL108P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL110P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL111P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL113P,0,0,0,1,0,0,1,0,2,2,0,0,0,2,0,1
RN7SL116P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL117P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL118P,20,12,6,8,1,9,6,9,17,11,6,2,0,21,13,11
RN7SL11P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL120P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL121P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL122P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL123P,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
RN7SL124P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL125P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL126P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL127P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RN7SL128P,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RN7SL12P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL130P,9,6,1,4,0,5,10,4,7,10,1,1,0,4,7,2
RN7SL131P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL132P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL134P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL135P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL138P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL140P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL141P,8,6,2,2,0,4,2,3,3,4,1,1,0,5,8,2
RN7SL143P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL144P,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
RN7SL145P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL146P,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0
RN7SL147P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL148P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL149P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL14P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL150P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL151P,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
RN7SL152P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL153P,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RN7SL154P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL155P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL156P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL159P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL15P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL160P,3,3,0,0,0,0,0,0,5,2,1,0,0,1,0,0
RN7SL162P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL163P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL164P,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL165P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL166P,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
RN7SL167P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL168P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL169P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL16P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL170P,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RN7SL172P,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1
RN7SL173P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL174P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL176P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL177P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL178P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL180P,33,43,33,29,10,35,14,28,40,37,32,12,9,52,36,40
RN7SL181P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL182P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL183P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL184P,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
RN7SL185P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL186P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL187P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL188P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL189P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL18P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL190P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL191P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL192P,6,6,1,2,0,0,2,1,2,2,0,0,1,0,5,1
RN7SL193P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL196P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL197P,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1
RN7SL198P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL199P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL19P,1,1,0,0,2,0,0,0,0,1,0,0,0,0,1,1
RN7SL2,3,2,6,4,30,2,5,4,4,8,2,7,16,5,6,10
RN7SL200P,7,5,4,1,3,2,2,5,8,22,12,12,1,15,7,5
RN7SL201P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL202P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL203P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL204P,2,2,0,0,0,2,0,1,0,3,1,0,0,3,0,0
RN7SL205P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL208P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL209P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL20P,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0
RN7SL210P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL211P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL213P,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RN7SL214P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL215P,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0
RN7SL216P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL217P,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RN7SL218P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL219P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
RN7SL220P,11,7,2,2,1,10,6,7,5,11,5,6,0,15,8,8
RN7SL221P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL222P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL223P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL225P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL228P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL229P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL22P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL230P,4,4,4,8,4,2,2,5,7,4,3,3,3,7,9,5
RN7SL231P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL233P,5,6,2,2,0,1,0,6,6,6,0,0,0,6,4,3
RN7SL234P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL236P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL237P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL238P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL239P,1,2,0,1,1,1,1,3,1,1,1,0,0,3,2,0
RN7SL23P,8,9,2,8,7,7,5,14,8,12,5,3,1,9,10,12
RN7SL240P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL241P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL242P,2,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0
RN7SL244P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL246P,4,2,0,1,0,2,0,3,0,1,0,0,0,1,2,0
RN7SL248P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL250P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL251P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL252P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL253P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL254P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL255P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL258P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL259P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL25P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL260P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL261P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL262P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL263P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL265P,0,0,0,0,1,0,0,2,0,0,0,1,2,2,0,1
RN7SL266P,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL267P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL268P,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RN7SL269P,1,1,1,0,1,0,0,0,0,1,1,0,0,2,0,1
RN7SL26P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL270P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL271P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL272P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL273P,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0
RN7SL274P,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL275P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL277P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL278P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL279P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL280P,3,2,0,2,0,0,0,2,0,3,1,2,0,0,0,1
RN7SL282P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL283P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL284P,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
RN7SL285P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL286P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL288P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL28P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL290P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL291P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL292P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL293P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL294P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL296P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL297P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL299P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL3,1,1,1,1,7,1,0,1,1,0,0,0,1,1,2,0
RN7SL300P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL301P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL302P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL303P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
